response_id, status, redirect, error, date_verified
139072,200,http://ferret.pmel.noaa.gov/thredds/wcs/las/woa01_seasonal/data_ferret.pmel.noaa.gov_thredds_dodsC_data_PMEL_WOA01_english_seasonal_AOU_sea_interperr_1deg.nc.jnl?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:53:22.138078
143820,200,https://zzz.physics.umn.edu/lib/exe/opensearch.php,,2015-11-05T12:53:22.928716
143984,200,http://wiki.athenaplus.eu/opensearch_desc.php,,2015-11-05T12:53:24.348788
145981,200,http://dict.leo.org/pages/helpers/shared/searches/opensearch_plde_de.xml,,2015-11-05T12:53:25.193427
154347,200,https://events.vanderbilt.edu/opensearch.php,,2015-11-05T12:53:25.834939
154381,200,http://www.esrl.noaa.gov/psd/thredds/wcs/Datasets/20thC_ReanV2/pressure_sprd/air.1940.nc?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:53:25.895047
154787,200,http://ferret.pmel.noaa.gov/thredds/wcs/las/woa01_annual/data_ferret.pmel.noaa.gov_thredds_dodsC_data_PMEL_WOA01_english_annual_O2sat_ann_nobs_1deg.nc.jnl?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:53:25.998980
157960,200,http://mapdata.environment.nsw.gov.au/geonetwork/srv/en/portal.opensearch,,2015-11-05T12:53:26.763812
161261,200,http://gcmd.gsfc.nasa.gov/KeywordSearch/Titles.do?KeywordPath=Instruments;CSolar_sic_Space%20Observing%20Instruments;CPhoton_sic_Optical%20Detectors&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:53:27.437142
162244,200,https://www.uab.edu/medicine/nephrology/component/search/?id=178:clinical-trials-research&format=opensearch,,2015-11-05T12:53:28.959963
163348,200,http://dcl.niu.edu/index.php/component/search/?searchword=university&format=opensearch,,2015-11-05T12:53:29.955415
163418,200,http://rightsincontext.eu/osd.xml,,2015-11-05T12:53:30.850258
165932,500,http://www.economics.ox.ac.uk/Search?catid=12&format=opensearch&id=4836,,2015-11-05T12:53:31.818663
166913,200,https://www.uab.edu/it/home/component/search/?id=203:pgp-whole-disk-encryption-drive-recovery&format=opensearch,,2015-11-05T12:53:32.379079
167836,301,https://upcommons.upc.edu/revistes/open-search/description.xml,,2015-11-05T12:53:33.444215
167984,500,http://osmc.noaa.gov/thredds/wms/osmcMooredAggAll?service=WMS&version=1.3.0&request=GetCapabilities,,2015-11-05T12:53:34.149948
169663,200,https://map.bgs.ac.uk/arcgis/services/BGS_Detailed_Geology/MapServer/WMSServer?service=WMS&version=1.1.1&request=GetCapabilities,,2015-11-05T12:53:35.232661
169724,200,https://data.culvercity.org/opensearch.xml,,2015-11-05T12:53:36.134798
169832,200,http://careercenter.famu.edu/index.php/component/search/?Itemid=235&format=opensearch,,2015-11-05T12:53:38.253891
174820,200,http://cdsp.edu/search/?format=opensearch&id=46,,2015-11-05T12:53:38.953449
176432,405,http://ecco.jpl.nasa.gov/thredds/wms/ecco_Smoother/PREV/20110607/dr080_2008/n10day_28_37/Tave_08_08.06480_08880_240.cdf?service=WMS&version=1.3.0&request=GetCapabilities,,2015-11-05T12:53:39.474282
181441,200,http://globalchange.nasa.gov/KeywordSearch/Titles.do?KeywordPath=Parameters;CHUMANDIMENSIONS&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:53:39.673137
182582,400,http://apps.fs.fed.us/arcx/services/wo_nfs_gstc/GSTC_TARoadsAndTrails_02/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:53:40.490575
183638,200,http://cardinalscholar.bsu.edu/open-search/description.xml,,2015-11-05T12:53:41.015712
184331,200,"http://gcmd.gsfc.nasa.gov/KeywordSearch/Titles.do?KeywordPath=[Parent_DIF=_sic_GTE_sic_]&Portal=GCMD&clientId=null&Output=atom",,2015-11-05T12:53:41.208233
187839,400,http://gispub10.epa.gov/arcgis/services/ORD/ROE_Radon/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:54:11.448571
189704,200,http://www.dceservices.org/component/search/?Itemid=129&format=opensearch,,2015-11-05T12:54:12.260564
